іъ¬л,Љт≥∆,»’∆Џ,«∞ ’≈ћЉџ(‘™),њ™≈ћЉџ(‘™),„оЄяЉџ(‘™),„оµЌЉџ(‘™), ’≈ћЉџ(‘™),≥…љїЅњ(є…),≥…љїљрґо(‘™),’«µш(‘™),’«µшЈщ(%),ЊщЉџ(‘™),її ÷¬ (%),Aє…ЅчЌ® –÷µ(‘™),Bє…ЅчЌ® –÷µ(‘™),„№ –÷µ(‘™),Aє…ЅчЌ®є…±Њ(є…),Bє…ЅчЌ®є…±Њ(є…),„№є…±Њ(є…), –”ѓ¬ , –Њї¬ , –ѕъ¬ , –ѕ÷¬ ,
603993.SH,¬е—фов“µ,2014-08-15,2.2527,2.2557,2.2767,2.2257,2.2587,8182049,61667873,0.006,0.266,7.537,0.4157,14841894717,N/A,38274325758.5,1968421050,0,5076170525,24.3136,3.0285,6.9131,112.2591,
603993.SH,¬е—фов“µ,2014-08-18,2.2587,2.2617,2.3126,2.2377,2.2916,13742299,104428113,0.033,1.4589,7.599,0.6981,15058421032.5,N/A,38832704516.25,1968421050,0,5076170525,24.6683,3.0727,7.014,113.8968,
603993.SH,¬е—фов“µ,2014-08-19,2.2916,2.2916,2.2916,2.2437,2.2707,11801574,89096903,-0.021,-0.915,7.5496,0.5995,14920631559,N/A,38477372579.5,1968421050,0,5076170525,24.4425,3.0446,6.9498,112.8546,
603993.SH,¬е—фов“µ,2014-08-20,2.2707,2.2617,2.2856,2.2407,2.2527,9342400,70576657,-0.018,-0.7916,7.5544,0.4746,14802526296,N/A,38172802348,1968421050,0,5076170525,24.2491,3.0205,6.8948,111.9613,
603993.SH,¬е—фов“µ,2014-08-21,2.2527,2.2527,2.2767,2.2108,2.2407,10204288,76493534,-0.012,-0.5319,7.4962,0.5184,14723789454,N/A,37969755527,1968421050,0,5076170525,24.1201,3.0044,6.8581,111.3658,
603993.SH,¬е—фов“µ,2014-08-22,2.2407,2.2407,2.2557,2.2227,2.2437,8202695,61301972,0.003,0.1337,7.4734,0.4167,14743473664.5,N/A,38020517232.25,1968421050,0,5076170525,24.1523,3.0084,6.8673,111.5146,
603993.SH,¬е—фов“µ,2014-08-25,2.2437,2.2467,2.2527,2.1928,2.2018,8440380,62298756,-0.0419,-1.8692,7.381,0.4288,14467894717.5,N/A,37309853358.75,1968421050,0,5076170525,23.7009,2.9522,6.7389,109.4303,
603993.SH,¬е—фов“µ,2014-08-26,2.2018,2.2108,2.2197,2.1359,2.1419,8237465,60015095,-0.0599,-2.7211,7.2856,0.4185,14074210507.5,N/A,36294619253.75,1968421050,0,5076170525,23.056,2.8719,6.5556,106.4526,
603993.SH,¬е—фов“µ,2014-08-27,2.1419,2.1419,2.1928,2.1419,2.1688,7092914,51314711,0.027,1.2587,7.2346,0.3603,14251368402,N/A,36751474601,1968421050,0,5076170525,23.3462,2.908,6.6381,107.7925,
603993.SH,¬е—фов“µ,2014-08-28,2.1688,2.1688,2.1778,2.1329,2.1568,4503796,32449156,-0.012,-0.5525,7.2048,0.2288,14172631560,N/A,36548427780,1968421050,0,5076170525,23.2172,2.892,6.6014,107.197,
603993.SH,¬е—фов“µ,2014-08-29,2.1568,2.1538,2.2257,2.1449,2.2018,6236390,45701176,0.0449,2.0833,7.3281,0.3168,14467894717.5,N/A,37309853358.75,1968421050,0,5076170525,23.7009,2.9522,6.7389,109.4303,
603993.SH,¬е—фов“µ,2014-09-01,2.2018,2.1958,2.2167,2.1868,2.2138,5856437,43123981,0.012,0.5442,7.3635,0.2975,14546631559.5,N/A,37512900179.75,1968421050,0,5076170525,23.8299,2.9683,6.7756,110.0258,
603993.SH,¬е—фов“µ,2014-09-02,2.2138,2.2197,2.2407,2.2018,2.2377,8766452,65080925,0.024,1.0825,7.4239,0.4454,14704105243.5,N/A,37918993821.75,1968421050,0,5076170525,24.0878,3.0004,6.8489,111.2169,
603993.SH,¬е—фов“µ,2014-09-03,2.2377,2.2437,2.2677,2.2347,2.2467,9054039,68103093,0.009,0.4016,7.5218,0.46,14763157875,N/A,38071278937.5,1968421050,0,5076170525,24.1846,3.0125,6.8765,111.6635,
603993.SH,¬е—фов“µ,2014-09-04,2.2467,2.2467,2.2707,2.2407,2.2587,7977634,60090127,0.012,0.5333,7.5323,0.4053,14841894717,N/A,38274325758.5,1968421050,0,5076170525,24.3136,3.0285,6.9131,112.2591,
603993.SH,¬е—фов“µ,2014-09-05,2.2587,2.2617,2.2797,2.2467,2.2737,10630861,80416179,0.015,0.6631,7.5644,0.5401,14940315769.5,N/A,38528134284.75,1968421050,0,5076170525,24.4748,3.0486,6.959,113.0035,
603993.SH,¬е—фов“µ,2014-09-09,2.2737,2.2707,2.2707,2.2257,2.2347,8372578,62652793,-0.0389,-1.7128,7.4831,0.4253,14684421033,N/A,37868232116.5,1968421050,0,5076170525,24.0556,2.9964,6.8398,111.068,
603993.SH,¬е—фов“µ,2014-09-10,2.2347,2.2227,2.2557,2.1928,2.2437,8761983,65302996,0.009,0.4021,7.453,0.4451,14743473664.5,N/A,38020517232.25,1968421050,0,5076170525,24.1523,3.0084,6.8673,111.5146,
603993.SH,¬е—фов“µ,2014-09-11,2.2437,2.2437,2.2587,2.2167,2.2197,7712572,57631216,-0.024,-1.0681,7.4724,0.3918,14585999980.5,N/A,37614423590.25,1968421050,0,5076170525,23.8944,2.9763,6.7939,110.3236,
603993.SH,¬е—фов“µ,2014-09-12,2.2197,2.2197,2.2317,2.1838,2.2287,7981676,58697069,0.009,0.4049,7.354,0.4055,14645052612,N/A,37766708706,1968421050,0,5076170525,23.9911,2.9884,6.8214,110.7702,
603993.SH,¬е—фов“µ,2014-09-15,2.2287,2.2078,2.2467,2.1928,2.2437,10301057,76308746,0.015,0.672,7.4079,0.5233,14743473664.5,N/A,38020517232.25,1968421050,0,5076170525,24.1523,3.0084,6.8673,111.5146,
603993.SH,¬е—фов“µ,2014-09-16,2.2437,2.2467,2.2527,2.1628,2.1658,10663901,78977746,-0.0779,-3.4713,7.4061,0.5417,14231684191.5,N/A,36700712895.75,1968421050,0,5076170525,23.3139,2.904,6.6289,107.6436,
603993.SH,¬е—фов“µ,2014-09-17,2.1658,2.1658,2.2048,2.1478,2.1778,7802695,56749477,0.012,0.5533,7.2731,0.3964,14310421033.5,N/A,36903759716.75,1968421050,0,5076170525,23.4429,2.9201,6.6656,108.2392,
603993.SH,¬е—фов“µ,2014-09-18,2.1778,2.1718,2.1898,2.1598,2.1808,5436255,39440472,0.003,0.1376,7.2551,0.2762,14330105244,N/A,36954521422,1968421050,0,5076170525,23.4752,2.9241,6.6747,108.3881,
603993.SH,¬е—фов“µ,2014-09-19,2.1808,2.1808,2.1928,2.1658,2.1868,4791954,34855125,0.006,0.2747,7.2737,0.2434,14369473665,N/A,37056044832.5,1968421050,0,5076170525,23.5396,2.9321,6.6931,108.6858,
603993.SH,¬е—фов“µ,2014-09-22,2.1868,2.1808,2.1808,2.1119,2.1209,8274516,58995777,-0.0659,-3.0137,7.1298,0.4204,13936421034,N/A,35939287317,1968421050,0,5076170525,22.8302,2.8438,6.4914,105.4104,
603993.SH,¬е—фов“µ,2014-09-23,2.1209,2.1209,2.1299,2.0999,2.1239,6256579,44160646,0.003,0.1412,7.0583,0.3178,13956105244.5,N/A,35990049022.25,1968421050,0,5076170525,22.8625,2.8478,6.5005,105.5593,
603993.SH,¬е—фов“µ,2014-09-24,2.1239,2.1239,2.1538,2.1059,2.1508,7466633,53234771,0.027,1.2694,7.1297,0.3793,14133263139,N/A,36446904369.5,1968421050,0,5076170525,23.1527,2.8839,6.5831,106.8992,
603993.SH,¬е—фов“µ,2014-09-25,2.1508,2.1568,2.1688,2.1329,2.1449,7082538,50933576,-0.006,-0.2786,7.1914,0.3598,14093894718,N/A,36345380959,1968421050,0,5076170525,23.0882,2.8759,6.5647,106.6015,
603993.SH,¬е—фов“µ,2014-09-26,2.1449,2.2167,2.2617,2.2108,2.2377,23480328,175397947,0.0929,4.3296,7.47,1.1929,14704105243.5,N/A,37918993821.75,1968421050,0,5076170525,24.0878,3.0004,6.8489,111.2169,
603993.SH,¬е—фов“µ,2014-09-29,2.2377,2.2437,2.2587,2.2138,2.2347,12300293,91708261,-0.003,-0.1339,7.4558,0.6249,14684421033,N/A,37868232116.5,1968421050,0,5076170525,24.0556,2.9964,6.8398,111.068,
603993.SH,¬е—фов“µ,2014-09-30,2.2347,2.2257,2.2617,2.2257,2.2407,10879128,81507495,0.006,0.2681,7.4921,0.5527,14723789454,N/A,37969755527,1968421050,0,5076170525,24.1201,3.0044,6.8581,111.3658,
603993.SH,¬е—фов“µ,2014-10-08,2.2407,2.2257,2.2317,2.1928,2.2167,11348609,83772409,-0.024,-1.0695,7.3817,0.5765,14566315770,N/A,37563661885,1968421050,0,5076170525,23.8621,2.9723,6.7848,110.1747,
603993.SH,¬е—фов“µ,2014-10-09,2.2167,2.2227,2.2587,2.2048,2.2587,16517922,123557365,0.0419,1.8919,7.4802,0.8391,14841894717,N/A,38274325758.5,1968421050,0,5076170525,24.3136,3.0285,6.9131,112.2591,
603993.SH,¬е—фов“µ,2014-10-10,2.2587,2.2497,2.2797,2.2108,2.2227,13673215,102180102,-0.0359,-1.5915,7.473,0.6946,14605684191,N/A,37665185295.5,1968421050,0,5076170525,23.9266,2.9803,6.8031,110.4725,
603993.SH,¬е—фов“µ,2014-10-13,2.2227,2.2167,2.2287,2.1928,2.2227,7033441,51818775,0,0,7.3675,0.3573,14605684191,N/A,37665185295.5,1968421050,0,5076170525,23.9266,2.9803,6.8031,110.4725,
603993.SH,¬е—фов“µ,2014-10-14,2.2227,2.2227,2.2257,2.1748,2.1838,8238598,60588200,-0.0389,-1.752,7.3542,0.4185,14349789454.5,N/A,37005283127.25,1968421050,0,5076170525,23.5074,2.9281,6.6839,108.537,
603993.SH,¬е—фов“µ,2014-10-15,2.1838,2.1838,2.1958,2.1538,2.1778,7534301,54604489,-0.006,-0.2743,7.2475,0.3828,14310421033.5,N/A,36903759716.75,1968421050,0,5076170525,23.4429,2.9201,6.6656,108.2392,
603993.SH,¬е—фов“µ,2014-10-16,2.1778,2.1628,2.1898,2.1478,2.1508,6356205,45997764,-0.027,-1.238,7.2367,0.3229,14133263139,N/A,36446904369.5,1968421050,0,5076170525,23.1527,2.8839,6.5831,106.8992,
603993.SH,¬е—фов“µ,2014-10-17,2.1508,2.1508,2.1628,2.073,2.0879,9582131,67220283,-0.0629,-2.9248,7.0152,0.4868,13719894718.5,N/A,35380908559.25,1968421050,0,5076170525,22.4755,2.7996,6.3905,103.7726,
603993.SH,¬е—фов“µ,2014-10-20,2.0879,2.0879,2.1329,2.0879,2.1269,6713729,47295967,0.0389,1.8651,7.0447,0.3411,13975789455,N/A,36040810727.5,1968421050,0,5076170525,22.8947,2.8518,6.5097,105.7081,
603993.SH,¬е—фов“µ,2014-10-21,2.1269,2.1209,2.1239,2.0939,2.0939,4606652,32384166,-0.033,-1.5493,7.0299,0.234,13759263139.5,N/A,35482431969.75,1968421050,0,5076170525,22.54,2.8076,6.4089,104.0704,
603993.SH,¬е—фов“µ,2014-10-22,2.0939,2.0909,2.1119,2.0909,2.0939,4454297,31260872,0,0,7.0181,0.2263,13759263139.5,N/A,35482431969.75,1968421050,0,5076170525,22.54,2.8076,6.4089,104.0704,
603993.SH,¬е—фов“µ,2014-10-23,2.0939,2.1029,2.1029,2.064,2.07,5367446,37288567,-0.024,-1.1445,6.9472,0.2727,13601789455.5,N/A,35076338327.75,1968421050,0,5076170525,22.2821,2.7755,6.3355,102.8793,
603993.SH,¬е—фов“µ,2014-10-24,2.07,2.079,2.0849,2.034,2.043,4822806,33057707,-0.027,-1.3025,6.8545,0.245,13424631561,N/A,34619482980.5,1968421050,0,5076170525,21.9918,2.7393,6.253,101.5394,
603993.SH,¬е—фов“µ,2014-10-27,2.043,2.043,2.049,2.013,2.046,3494937,23653601,0.003,0.1466,6.768,0.1776,13444315771.5,N/A,34670244685.75,1968421050,0,5076170525,22.0241,2.7433,6.2622,101.6883,
603993.SH,¬е—фов“µ,2014-10-28,2.046,2.055,2.0909,2.046,2.0879,5168286,35826595,0.0419,2.0498,6.932,0.2626,13719894718.5,N/A,35380908559.25,1968421050,0,5076170525,20.3696,2.6996,6.3905,103.7726,
603993.SH,¬е—фов“µ,2014-10-29,2.0879,2.1059,2.1239,2.079,2.1149,6974294,48961640,0.027,1.2912,7.0203,0.3543,13897052613,N/A,35837763906.5,1968421050,0,5076170525,20.6326,2.7344,6.473,105.1126,
603993.SH,¬е—фов“µ,2014-10-30,2.1149,2.1119,2.1419,2.1029,2.1239,8014825,56761053,0.009,0.4249,7.082,0.4072,13956105244.5,N/A,35990049022.25,1968421050,0,5076170525,20.7202,2.746,6.5005,105.5593,
603993.SH,¬е—фов“µ,2014-10-31,2.1239,2.1179,2.1748,2.1059,2.1658,12163351,87155151,0.0419,1.9746,7.1654,0.6179,14231684191.5,N/A,36700712895.75,1968421050,0,5076170525,21.1294,2.8003,6.6289,107.6436,
603993.SH,¬е—фов“µ,2014-11-03,2.1658,2.1688,2.1718,2.1449,2.1568,10506257,75584676,-0.009,-0.4149,7.1943,0.5337,14172631560,N/A,36548427780,1968421050,0,5076170525,21.0417,2.7886,6.6014,107.197,
603993.SH,¬е—фов“µ,2014-11-04,2.1568,2.1538,2.1988,2.1299,2.1868,16406104,118971339,0.03,1.3889,7.2517,0.8335,14369473665,N/A,37056044832.5,1968421050,0,5076170525,21.334,2.8274,6.6931,108.6858,
603993.SH,¬е—фов“µ,2014-11-05,2.1868,2.1958,2.2257,2.1538,2.1568,13970862,102093387,-0.03,-1.3699,7.3076,0.7097,14172631560,N/A,36548427780,1968421050,0,5076170525,21.0417,2.7886,6.6014,107.197,
603993.SH,¬е—фов“µ,2014-11-06,2.1568,2.1419,2.1898,2.1329,2.1748,8806440,63326234,0.018,0.8333,7.1909,0.4474,14290736823,N/A,36852998011.5,1968421050,0,5076170525,21.2171,2.8119,6.6564,108.0903,
603993.SH,¬е—фов“µ,2014-11-07,2.1748,2.1658,2.2018,2.1329,2.1658,10009940,72523264,-0.009,-0.4132,7.2451,0.5085,14231684191.5,N/A,36700712895.75,1968421050,0,5076170525,21.1294,2.8003,6.6289,107.6436,
603993.SH,¬е—фов“µ,2014-11-10,2.1658,2.1718,2.1958,2.1389,2.1868,13483447,97543825,0.021,0.9682,7.2343,0.685,14369473665,N/A,37056044832.5,1968421050,0,5076170525,21.334,2.8274,6.6931,108.6858,
603993.SH,¬е—фов“µ,2014-11-11,2.1868,2.1868,2.2587,2.1568,2.2437,31195122,230150220,0.0569,2.6027,7.3778,1.5848,14743473664.5,N/A,38020517232.25,1968421050,0,5076170525,21.8892,2.901,6.8673,111.5146,
603993.SH,¬е—фов“µ,2014-11-12,2.2437,2.2167,2.2707,2.2048,2.2527,21883725,164054213,0.009,0.4005,7.4966,1.1117,14802526296,N/A,38172802348,1968421050,0,5076170525,21.9769,2.9126,6.8948,111.9613,
603993.SH,¬е—фов“µ,2014-11-13,2.2527,2.2527,2.3545,2.1838,2.3126,33869128,257170300,0.0599,2.6596,7.5931,1.7206,15196210506,N/A,39188036453,1968421050,0,5076170525,22.5614,2.99,7.0782,114.939,
603993.SH,¬е—фов“µ,2014-11-14,2.3126,2.2856,2.3066,2.2527,2.2647,16875267,128176294,-0.0479,-2.0725,7.5955,0.8573,14881263138,N/A,38375849169,1968421050,0,5076170525,22.0938,2.9281,6.9315,112.5568,
603993.SH,¬е—фов“µ,2014-11-17,2.2647,2.2647,2.2886,2.2167,2.2617,14505833,109010617,-0.003,-0.1323,7.515,0.7369,14861578927.5,N/A,38325087463.75,1968421050,0,5076170525,22.0646,2.9242,6.9223,112.408,
603993.SH,¬е—фов“µ,2014-11-18,2.2617,2.2557,2.3156,2.2317,2.2976,18432136,140381606,0.0359,1.5894,7.6161,0.9364,15097789453.5,N/A,38934227926.75,1968421050,0,5076170525,22.4153,2.9707,7.0323,114.1946,
603993.SH,¬е—фов“µ,2014-11-19,2.2976,2.2946,2.2946,2.2347,2.2557,11621030,87494306,-0.0419,-1.8253,7.529,0.5904,14822210506.5,N/A,38223564053.25,1968421050,0,5076170525,22.0061,2.9165,6.904,112.1102,
603993.SH,¬е—фов“µ,2014-11-20,2.2557,2.2557,2.2677,2.2138,2.2317,9930996,74058775,-0.024,-1.0624,7.4573,0.5045,14664736822.5,N/A,37817470411.25,1968421050,0,5076170525,21.7723,2.8855,6.8306,110.9191,
603993.SH,¬е—фов“µ,2014-11-21,2.2317,2.2377,2.2407,2.1958,2.2287,12463460,92263154,-0.003,-0.1342,7.4027,0.6332,14645052612,N/A,37766708706,1968421050,0,5076170525,21.7431,2.8816,6.8214,110.7702,
603993.SH,¬е—фов“µ,2014-11-24,2.2287,2.2497,2.3246,2.2377,2.2886,22895162,174343784,0.0599,2.6882,7.6149,1.1631,15038736822,N/A,38781942811,1968421050,0,5076170525,22.3276,2.9591,7.0048,113.7479,
603993.SH,¬е—фов“µ,2014-11-25,2.2886,2.2767,2.5163,2.2707,2.5163,41725876,332155701,0.2277,9.9476,7.9604,2.1198,16534736820,N/A,42639832410,1968421050,0,5076170525,24.5487,3.2534,7.7016,125.0632,
603993.SH,¬е—фов“µ,2014-11-26,2.5163,2.5163,2.753,2.4684,2.696,69512426,605030012,0.1797,7.1429,8.7039,3.5314,17715789450,N/A,45685534725,1968421050,0,5076170525,26.3021,3.4858,8.2517,133.9962,
603993.SH,¬е—фов“µ,2014-11-27,2.696,2.6661,2.6751,2.5942,2.6451,41548029,364891586,-0.0509,-1.8889,8.7824,2.1107,17381157871.5,N/A,44822585735.75,1968421050,0,5076170525,25.8053,3.42,8.0959,131.4652,
603993.SH,¬е—фов“µ,2014-11-28,2.6451,2.6601,2.696,2.5882,2.6901,37010238,326136615,0.0449,1.6988,8.8121,1.8802,17676421029,N/A,45584011314.5,1968421050,0,5076170525,26.2437,3.4781,8.2334,133.6985,
603993.SH,¬е—фов“µ,2014-12-01,2.6901,2.696,2.8458,2.6631,2.756,44669938,408758142,0.0659,2.4499,9.1506,2.2693,18109473660,N/A,46700768830,1968421050,0,5076170525,26.8866,3.5633,8.4351,136.9739,
603993.SH,¬е—фов“µ,2014-12-02,2.756,2.696,2.732,2.6421,2.702,30947061,277335131,-0.0539,-1.9565,8.9616,1.5722,17755157871,N/A,45787058135.5,1968421050,0,5076170525,26.3606,3.4935,8.2701,134.294,
603993.SH,¬е—фов“µ,2014-12-03,2.702,2.6751,2.9716,2.6152,2.9117,58406939,555614320,0.2097,7.7605,9.5128,2.9672,19133052606,N/A,49340377503,1968421050,0,5076170525,28.4063,3.7647,8.9119,144.7159,
603993.SH,¬е—фов“µ,2014-12-04,2.9117,2.8758,2.9926,2.8548,2.9597,43381803,422131015,0.0479,1.6461,9.7306,2.2039,19447999974,N/A,50152564787,1968421050,0,5076170525,28.8739,3.8266,9.0586,147.0981,
603993.SH,¬е—фов“µ,2014-12-05,2.9597,2.9537,2.9537,2.702,2.7769,34943896,330226130,-0.1827,-6.1741,9.4502,1.7752,18247263133.5,N/A,47056100766.75,1968421050,0,5076170525,27.0912,3.5904,8.4993,138.0161,
603993.SH,¬е—фов“µ,2014-12-08,2.7769,2.735,2.8698,2.6661,2.7829,26758121,248831341,0.006,0.2157,9.2993,1.3594,18286631554.5,N/A,47157624177.25,1968421050,0,5076170525,27.1497,3.5981,8.5176,138.3139,
603993.SH,¬е—фов“µ,2014-12-09,2.7829,2.7859,2.9237,2.5043,2.5942,34447889,322182756,-0.1887,-6.7815,9.3528,1.75,17046526293,N/A,43959636746.5,1968421050,0,5076170525,25.3085,3.3541,7.94,128.9342,
603993.SH,¬е—фов“µ,2014-12-10,2.5942,2.5463,2.708,2.5463,2.6691,20052111,176564459,0.0749,2.8868,8.8053,1.0187,17538631555.5,N/A,45228679377.75,1968421050,0,5076170525,26.0391,3.4509,8.1692,132.6563,
603993.SH,¬е—фов“µ,2014-12-11,2.6691,2.6601,2.732,2.6271,2.702,17511855,156866122,0.033,1.2346,8.9577,0.8896,17755157871,N/A,45787058135.5,1968421050,0,5076170525,26.3606,3.4935,8.2701,134.294,
603993.SH,¬е—фов“µ,2014-12-12,2.702,2.735,2.8578,2.729,2.7679,19397543,180395000,0.0659,2.439,9.2999,0.9854,18188210502,N/A,46903815651,1968421050,0,5076170525,27.0035,3.5788,8.4718,137.5695,
603993.SH,¬е—фов“µ,2014-12-15,2.7679,2.75,2.75,2.6541,2.732,15453366,138895700,-0.0359,-1.2987,8.9881,0.7851,17951999976,N/A,46294675188,1968421050,0,5076170525,26.6528,3.5323,8.3618,135.7829,
603993.SH,¬е—фов“µ,2014-12-16,2.732,2.729,2.7889,2.6661,2.7859,22092776,201317953,0.0539,1.9737,9.1124,1.1224,18306315765,N/A,47208385882.5,1968421050,0,5076170525,27.1789,3.602,8.5268,138.4628,
603993.SH,¬е—фов“µ,2014-12-17,2.7859,2.7859,2.7949,2.6601,2.717,18991385,172330467,-0.0689,-2.4731,9.0741,0.9648,17853578923.5,N/A,46040866661.75,1968421050,0,5076170525,26.5067,3.5129,8.3159,135.0384,
603993.SH,¬е—фов“µ,2014-12-18,2.717,2.717,2.8398,2.693,2.7739,28487684,264997783,0.0569,2.0948,9.3022,1.4472,18227578923,N/A,47005339061.5,1968421050,0,5076170525,27.062,3.5865,8.4901,137.8672,
603993.SH,¬е—фов“µ,2014-12-19,2.7739,2.75,2.8608,2.699,2.8159,27076854,252664109,0.0419,1.5119,9.3314,1.3756,18503157870,N/A,47716002935,1968421050,0,5076170525,27.4711,3.6407,8.6185,139.9516,
603993.SH,¬е—фов“µ,2014-12-22,2.8159,2.8099,2.9656,2.7739,2.9627,45573497,438923797,0.1468,5.2128,9.6311,2.3152,19467684184.5,N/A,50203326492.25,1968421050,0,5076170525,28.9031,3.8305,9.0678,147.247,
603993.SH,¬е—фов“µ,2014-12-23,2.9627,2.9057,2.9567,2.6661,2.6661,29884151,279892573,-0.2966,-10.0101,9.3659,1.5182,17518947345,N/A,45177917672.5,1968421050,0,5076170525,26.0099,3.4471,8.1601,132.5074,
603993.SH,¬е—фов“µ,2014-12-24,2.6661,2.6601,2.6601,2.4774,2.5582,24749806,212258695,-0.1078,-4.0449,8.5762,1.2573,16810315767,N/A,43350496283.5,1968421050,0,5076170525,24.9578,3.3076,7.83,127.1475,
603993.SH,¬е—фов“µ,2014-12-25,2.5582,2.5762,2.6242,2.5612,2.6182,13409682,115845847,0.0599,2.3419,8.639,0.6812,17203999977,N/A,44365730388.5,1968421050,0,5076170525,25.5423,3.3851,8.0134,130.1252,
603993.SH,¬е—фов“µ,2014-12-26,2.6182,2.6271,2.711,2.6092,2.705,17742692,158212877,0.0869,3.3181,8.9171,0.9014,17774842081.5,N/A,45837819840.75,1968421050,0,5076170525,26.3898,3.4974,8.2793,134.4429,
603993.SH,¬е—фов“µ,2014-12-29,2.705,2.714,2.744,2.6212,2.6571,17929127,161283681,-0.0479,-1.7719,8.9956,0.9108,17459894713.5,N/A,45025632556.75,1968421050,0,5076170525,25.9222,3.4355,8.1326,132.0607,
603993.SH,¬е—фов“µ,2014-12-30,2.6571,2.6661,2.726,2.5612,2.6242,15256287,135136804,-0.033,-1.2401,8.8578,0.7751,17243368398,N/A,44467253799,1968421050,0,5076170525,25.6008,3.3928,8.0317,130.423,
603993.SH,¬е—фов“µ,2014-12-31,2.6242,2.6242,2.6661,2.5493,2.6212,11020153,96034369,-0.003,-0.1142,8.7144,0.5598,17223684187.5,N/A,44416492093.75,1968421050,0,5076170525,25.5715,3.389,8.0225,130.2741,
603993.SH,¬е—фов“µ,2015-01-05,2.6212,2.6212,2.8848,2.6062,2.8848,30510838,285748229,0.2636,10.0571,9.3655,1.55,18955894711.5,N/A,48883522155.75,1968421050,0,5076170525,28.1433,3.7298,7.3372,12.7934,
603993.SH,¬е—фов“µ,2015-01-06,2.8848,3.0196,3.1064,2.9057,2.9686,56495703,565723643,0.0839,2.9076,10.0136,2.8701,19507052605.5,N/A,50304849902.75,1968421050,0,5076170525,28.9616,3.8383,7.5506,13.1654,
603993.SH,¬е—фов“µ,2015-01-07,2.9686,2.9507,3.2023,2.9027,3.0705,41568562,426572524,0.1019,3.4309,10.2619,2.1118,20176315762.5,N/A,52030747881.25,1968421050,0,5076170525,29.9552,3.9699,7.8096,13.6171,
603993.SH,¬е—фов“µ,2015-01-08,3.0705,3.0345,3.0795,2.9177,2.9866,24731532,247723418,-0.0839,-2.7317,10.0165,1.2564,19625157868.5,N/A,50609420134.25,1968421050,0,5076170525,29.1369,3.8615,7.5963,13.2451,
603993.SH,¬е—фов“µ,2015-01-09,2.9866,2.9507,3.1005,2.9357,2.9656,31578402,320942117,-0.021,-0.7021,10.1633,1.6043,19487368395,N/A,50254088197.5,1968421050,0,5076170525,28.9324,3.8344,7.543,13.1521,
603993.SH,¬е—фов“µ,2015-01-12,2.9656,2.8908,2.9477,2.8249,2.9087,20629134,198301190,-0.0569,-1.9192,9.6127,1.048,19113368395.5,N/A,49289615797.75,1968421050,0,5076170525,28.3771,3.7608,7.3982,12.8997,
603993.SH,¬е—фов“µ,2015-01-13,2.9087,2.9087,2.9477,2.8099,2.8249,19357640,186171448,-0.0839,-2.8836,9.6175,0.9834,18562210501.5,N/A,47868288050.75,1968421050,0,5076170525,27.5588,3.6523,7.1849,12.5277,
603993.SH,¬е—фов“µ,2015-01-14,2.8249,2.8398,2.8578,2.702,2.747,21768514,201766367,-0.0779,-2.7572,9.2687,1.1059,18050421028.5,N/A,46548483714.25,1968421050,0,5076170525,26.799,3.5516,6.9868,12.1823,
603993.SH,¬е—фов“µ,2015-01-15,2.747,2.723,2.7859,2.6901,2.7799,18770968,171930288,0.033,1.1996,9.1594,0.9536,18266947344,N/A,47106862472,1968421050,0,5076170525,27.1204,3.5942,7.0706,12.3284,
603993.SH,¬е—фов“µ,2015-01-16,2.7799,2.8159,2.8878,2.7769,2.8758,33862872,320043371,0.0959,3.4483,9.4512,1.7203,18896842080,N/A,48731237040,1968421050,0,5076170525,28.0556,3.7182,7.3144,12.7535,
603993.SH,¬е—фов“µ,2015-01-19,2.8758,2.711,2.8099,2.5882,2.6691,24150456,219651016,-0.2067,-7.1875,9.0951,1.2269,17538631555.5,N/A,45228679377.75,1968421050,0,5076170525,26.0391,3.4509,6.7887,11.8369,
603993.SH,¬е—фов“µ,2015-01-20,2.6691,2.693,2.741,2.6511,2.726,14536649,131616848,0.0569,2.1324,9.0541,0.7385,17912631555,N/A,46193151777.5,1968421050,0,5076170525,26.5944,3.5245,6.9334,12.0893,
603993.SH,¬е—фов“µ,2015-01-21,2.726,2.732,2.9956,2.729,2.9057,45462489,434990981,0.1797,6.5934,9.5681,2.3096,19093684185,N/A,49238854092.5,1968421050,0,5076170525,28.3479,3.7569,7.3906,12.8864,
603993.SH,¬е—фов“µ,2015-01-22,2.9057,2.9117,3.1963,2.8728,3.1963,60813982,628460397,0.2906,10,10.3341,3.0895,21003052603.5,N/A,54162739501.75,1968421050,0,5076170525,31.1827,4.1326,8.1296,14.175,
603993.SH,¬е—фов“µ,2015-01-23,3.1963,3.2353,3.406,3.1993,3.2742,68799440,757247780,0.0779,2.4367,11.0066,3.4952,21514842076.5,N/A,55482543838.25,1968421050,0,5076170525,31.9425,4.2333,8.3277,14.5204,
603993.SH,¬е—фов“µ,2015-01-26,3.2742,3.2353,3.3701,3.1753,3.3461,47576565,525092027,0.0719,2.1958,11.0368,2.417,21987263128.5,N/A,56700824764.25,1968421050,0,5076170525,32.6439,4.3263,8.5106,14.8393,
